year,theta,y_1,y_n_real_obs,y_n_real_EH,term_prem,y_n_real_theta,spr_theta,r_n_real_theta,duration_theta,xb_theta
1945,0.0,-0.01424001540817395,0.0022512620620919015,0.0025443721528390735,-0.000293110090747172,0.0025443721528390735,0.016784387561013022,0.0023732946950777815,9.886420241272925,0.01940767710396905
1946,0.0,-0.013944594758884276,0.000523457432449758,9.423655343754976e-05,0.0004292208790122083,9.423655343754976e-05,0.014038831312321826,0.024317306737224143,9.995760620284438,0.038557322145398094
1947,0.0,-0.06754998240280023,-0.008058327892328559,-0.016680308306599542,0.008621980414270983,-0.016680308306599542,0.05086967409620069,0.15099402662855396,10.791879158806958,0.16493862138743823
1948,0.0,-0.03236359019581071,-0.0009988092409240236,-0.0030173643761172665,0.002018555135193243,-0.0030173643761172665,0.029346225819693445,-0.15046620422743698,10.13708811129475,-0.08291622182463675
1949,0.0,-0.008656086831278983,0.0012365650115791736,0.004917392493877062,-0.0036808274822978885,0.004917392493877062,0.013573479325156046,-0.07551793703895679,9.782123334325469,-0.04315434684314608
1950,0.0,0.008370698909247958,0.004536895101946253,0.010818394535036514,-0.006281499433090261,0.010818394535036514,0.002447695625788556,-0.046905935227691584,9.529431387793284,-0.0382498483964126
1951,0.0,-0.014287985434121922,0.0019871306131706776,0.0024715567125919726,-0.000484426099421295,0.0024715567125919726,0.016759542146713893,0.08201217504661512,9.88964535063876,0.07364147613736716
1952,0.0,-0.011896001937892756,0.0030183724635040148,0.0031889861449060724,-0.00017061368140205762,0.0031889861449060724,0.015084988082798829,-0.003906136504790471,9.85793391647123,0.010381848929331451
1953,0.0,0.009667610127166767,0.007700375614145775,0.01100484624959968,-0.003304470635453905,0.01100484624959968,0.001337236122432913,-0.06604338616285382,9.52159901875022,-0.05414738422496107
1954,0.0,0.0020565240556011423,0.004294456570319533,0.008079248331570702,-0.003784791761251169,0.008079248331570702,0.00602272427596956,0.035935618597133095,9.645560107674475,0.02626800846996633
1955,0.0,0.007951308299700444,0.006509837899662394,0.008592552439044856,-0.0020827145393824617,0.008592552439044856,0.0006412441393444119,0.0036414468168867037,9.62364551848763,0.0015849227612855614
1956,0.0,0.017258603202984946,0.00862091108312383,0.01115864065898767,-0.00253772957586384,0.01115864065898767,-0.0060999625439972765,-0.013536482738908881,9.515145399027586,-0.021487791038609323
1957,0.0,0.01356513894971837,0.012418141936726468,0.012107968233747001,0.0003101737029794667,0.012107968233747001,-0.0014571707159713697,0.003074978328605732,9.47544673132107,-0.014183624874379214
1958,0.0,0.0011006947568202655,0.008888836241450933,0.008502118020683463,0.0003867182207674697,0.008502118020683463,0.007401423263863198,0.042669159635689735,9.627501317517297,0.029104020685971364
1959,0.0,0.017054502555032974,0.018575720235593812,0.014886744288621676,0.0036889759469721367,0.014886744288621676,-0.002167758266411298,-0.04658125351780901,9.360593866538368,-0.04768194827462927
1960,0.0,0.022362588566918456,0.0253016611154088,0.018789164355496137,0.006512496759912664,0.018789164355496137,-0.0035734242114223193,-0.01773980498714517,9.202633386919976,-0.034794307542178146
1961,0.0,0.01055122863674757,0.017093862439163946,0.012231209642442037,0.004862652796721909,0.012231209642442037,0.0016799810056944663,0.0725816626347029,9.470310384225067,0.05021907406778445
1962,0.0,0.017855158333728947,0.019835758985576265,0.014415469180944631,0.005420289804631634,0.014415469180944631,-0.0034396891527843157,-0.006270146608379129,9.379932159490206,-0.0168213752451267
1963,0.0,0.016372295231609456,0.01701460289866418,0.013621665288610155,0.0033929376100540268,0.013621665288610155,-0.002750629942999301,0.02106749194664681,9.41263440537803,0.0032123336129178635
1964,0.0,0.02086494502318951,0.02008902121682453,0.015253960728016389,0.00483506048880814,0.015253960728016389,-0.00561098429517312,-0.00011023948468036338,9.345565011981664,-0.01648253471628982
1965,0.0,0.026996549065538743,0.02070332362161932,0.016768241023803022,0.003935082597816299,0.016768241023803022,-0.010228308041735721,0.002616436073166223,9.283954396932668,-0.018248508950023286
1966,0.0,0.032689068829857,0.02413036432601617,0.019472213407636996,0.004658150918379175,0.019472213407636996,-0.013216855422220002,-0.005631342894442948,9.175378973335622,-0.03262789195998169
1967,0.0,0.027922503621807832,0.022893820557165052,0.018773279467312404,0.004120541089852648,0.018773279467312404,-0.009149224154495428,0.025186263247117258,9.20326859458366,-0.00750280558273974
1968,0.0,0.035357642421865204,0.032194796378223894,0.024025401506409323,0.008169394871814572,0.024025401506409323,-0.011332240915455882,-0.024311288310932044,8.996635397033087,-0.05223379193273987
1969,0.0,0.046628171101126374,0.035988902591954,0.0288529035511145,0.007135999040839502,0.0288529035511145,-0.017775267550011874,-0.0145783722235297,8.812565894235847,-0.049936014645394905
1970,0.0,0.050949717025228554,0.05146790715925091,0.037359467708226804,0.014108439451024107,0.037359467708226804,-0.01359024931700175,-0.03760518945987018,8.501291774029392,-0.08423336056099656
1971,0.0,0.02111892219435997,0.03735961211350569,0.023630711624628757,0.013728900488876934,0.023630711624628757,0.0025117894302687863,0.14034287278577678,9.011929976201179,0.08939315576054824
1972,0.0,0.019796834380966345,0.03602719902919935,0.022411862322943184,0.013615336706256163,0.022411862322943184,0.002615027941976839,0.03339604688127526,9.05939906993434,0.012277124686915289
1973,0.0,0.050418826218555514,0.04074322668018523,0.032608357415573865,0.008134869264611364,0.032608357415573865,-0.01781046880298165,-0.05976576074319459,8.673129637920049,-0.07956259512416093
1974,0.0,0.0593258733667814,0.04253595950881196,0.03820336350978082,0.004332595999031144,0.03820336350978082,-0.02112250985700058,-0.010322849670228784,8.471291732245685,-0.0607416758887843
1975,0.0,0.011831724608582922,0.045204882713704125,0.02813945019864513,0.017065432515058994,0.02813945019864513,0.01630772559006221,0.11339379582530615,8.839423735249097,0.05406792245852475
1976,0.0,0.016504021669320634,0.05056350177448095,0.02988163824150846,0.020681863532972487,0.02988163824150846,0.013377616572187827,0.014481699904155154,8.774047530947275,0.002649975295572232
1977,0.0,0.020119801886978317,0.046874134827731666,0.029430608110415684,0.017443526717315982,0.029430608110415684,0.009310806223437367,0.03338796791851309,8.790905034378472,0.016883946249192455
1978,0.0,0.036847046587189736,0.05274328324406013,0.03804388766699403,0.0146993955770661,0.03804388766699403,0.0011968410798042922,-0.037674634949439734,8.476949099383067,-0.05779443683641805
1979,0.0,0.05686150705334729,0.06188360956272444,0.0473016515132426,0.014581958049481841,0.0473016515132426,-0.00955985554010469,-0.031175941385515382,8.15751678910585,-0.06802298797270512
1980,0.0,0.046328391129175285,0.07490261786239147,0.04930820847734025,0.02559440938505122,0.04930820847734025,0.002979817348164965,0.03293968635441641,8.09063177067487,-0.023921820698930882
1981,0.0,0.10368943996002386,0.09118840334617684,0.07190601435392188,0.019282388992254956,0.07190601435392188,-0.03178342560610198,-0.11092451181869278,7.390860545218591,-0.15725290294786806
1982,0.0,0.09020060012374534,0.111034813026539,0.07684111722619948,0.03419369580033953,0.07684111722619948,-0.013359482897545863,0.040366460120888015,7.25025357219234,-0.06332297983913585
1983,0.0,0.062085423103779534,0.07736788736450682,0.05494051162388856,0.02242737574061826,0.05494051162388856,-0.007144911479890971,0.21372545562521883,7.9071898688515345,0.12352485550147349
1984,0.0,0.07801466453946854,0.08828624920553933,0.06279078003860969,0.025495469166929643,0.06279078003860969,-0.015223884500858847,0.000717217161961603,7.661720081136283,-0.06136820594181793
1985,0.0,0.05227111403881514,0.08558954745242178,0.054130267944836455,0.03145927950758533,0.054130267944836455,0.0018591539060213158,0.12048468736662249,7.933194739558741,0.04247002282715395
1986,0.0,0.04318704307946519,0.06582293767581954,0.04304300164896709,0.022779936026852445,0.04304300164896709,-0.00014404143049809998,0.13100044430344487,8.30221287540964,0.07872933026462973
1987,0.0,0.04349887242720021,0.04798356386003747,0.03484381693004132,0.01313974692999615,0.03484381693004132,-0.008655055497158885,0.10291519387136883,8.591651163599119,0.059728150791903634
1988,0.0,0.04379330376958887,0.06066154811584148,0.04010508305853837,0.02055646505730311,0.04010508305853837,-0.003688220711050502,-0.005097880196367921,8.404253807195348,-0.04859675262356813
1989,0.0,0.05915448939143162,0.06452811756774267,0.04547605178240301,0.01905206578533966,0.04547605178240301,-0.013678437609028614,0.00033706743653649784,8.219084709504939,-0.04345623633305237
1990,0.0,0.05040771655283857,0.05629025335951207,0.038992758400784575,0.017297494958727497,0.038992758400784575,-0.011414958152053997,0.09227949590087925,8.443369583845488,0.03312500650944763
1991,0.0,0.031006694799008208,0.05430161119748641,0.033166243065063966,0.021135368132422443,0.033166243065063966,0.002159548266055758,0.08236166543049661,8.652690423757118,0.03195394887765804
1992,0.0,0.013747882119848787,0.04629343682107388,0.023441840159211157,0.022851596661862726,0.023441840159211157,0.00969395803936237,0.10758408805943967,9.019262195721739,0.07657739326043146
1993,0.0,0.009831529711302859,0.04236865792029418,0.020645872433396058,0.02172278548689812,0.020645872433396058,0.010814342722093199,0.045863438443298266,9.128818944327815,0.03211555632344948
1994,0.0,0.01916543174243665,0.034456967968153604,0.02011468336119246,0.014342284606961145,0.02011468336119246,0.0009492516187558087,0.02496381222654459,9.14984946180042,0.015132282515241732
1995,0.0,0.03936816888559248,0.053516707751985214,0.03350109955032176,0.020015608201663454,0.03350109955032176,-0.0058670693352707234,-0.0889825934132194,8.640456047738185,-0.10814802515565605
